Avg Sale To List	Avg Sale To List Mom	Avg Sale To List Yoy	City	Homes Sold	Homes Sold Mom	Homes Sold Yoy	Inventory	Inventory Mom	Inventory Yoy	Median Dom	Median Dom Mom	Median Dom Yoy	Median List Ppsf	Median List Ppsf Mom	Median List Ppsf Yoy	Median List Price	Median List Price Mom	Median List Price Yoy	Median Ppsf	Median Ppsf Mom	Median Ppsf Yoy	Median Sale Price	Median Sale Price Mom	Median Sale Price Yoy	months_of_supply	months_of_supply_mom	months_of_supply_yoy	New Listings	New Listings Mom	New Listings Yoy	Period Begin	Period Duration	Period End	Price Drops	Price Drops Mom	Price Drops Yoy	Property Type	Region	Region Type	Sold Above List	Sold Above List Mom	Sold Above List Yoy	State	State Code	Table Id
0.955187492	-1.60%	-0.90%	San Diego	23	-14.80%	21.10%	14	0.00%	-36.40%	29.5	9.5	-15.5	293.9766317	0.101677264	0.30155682	367500	0.113636364	0.247877759	272.6653033	0.096805784	0.019086571	$320K	0.00%	-1.50%				30	-9.10%	42.90%	7/1/12	90	9/30/12				All Residential	"San Diego, CA - Rolando"	neighborhood	0.086956522	-0.098228663	-0.070938215	California	CA	2316
0.989172304	0.00%	2.40%	San Diego	43	-4.40%	38.70%	16	-23.80%	-61.00%	34	16	1	254.1678035	-0.000575492	0.056129472	334900	-0.116358839	0.222262774	250.244858	0.001960784	0.046403416	$352K	-20.70%	16.20%				40	-18.40%	-23.10%	7/1/12	90	9/30/12				All Residential	"San Diego, CA - Sabre Springs"	neighborhood	0.348837209	-0.006718346	0.219804951	California	CA	2355
0.983110836	-0.10%	-0.10%	San Diego	75	-6.30%	-8.50%	30	-30.20%	-47.40%	16	-10	-31	213.0640819	0.009797235	-0.00402435	349500	0.06701267	-0.047683924	212.9543336	-0.0012974	0.149496665	$330K	-12.20%	48.50%				86	-4.40%	22.90%	7/1/12	90	9/30/12				All Residential	"San Diego, CA - San Carlos"	neighborhood	0.306666667	0.006666667	0.050569106	California	CA	2370
0.979560933	0.70%	-2.10%	San Diego	33	-8.30%	-13.20%	18	38.50%	-41.90%	19	-9	-7	167.6508876	0.083371598	0.244698816	215000	-0.085106383	0.020166074	151.4233798	0.001409391	0.124686608	$190K	-15.60%	43.40%				31	-6.10%	-22.50%	7/1/12	90	9/30/12				All Residential	"San Diego, CA - San Ysidro"	neighborhood	0.303030303	-0.03030303	-0.170653907	California	CA	2392
0.978844869	-0.10%	1.60%	San Diego	87	-16.30%	0.00%	62	-4.60%	-16.20%	19	2	-14	268.7251605	-0.004161787	0.073811661	545000	-0.038800705	0.019644528	265.2106084	0.039522485	0.057389988	$530K	-3.90%	2.10%				109	2.80%	51.40%	7/1/12	90	9/30/12				All Residential	"San Diego, CA - Scripps Ranch"	neighborhood	0.229885057	0.037577365	0.137931034	California	CA	2400
0.988495209	0.40%	2.50%	San Diego	62	-4.60%	55.00%	30	15.40%	-33.30%	17	2.5	-35.5	279.6451914	0.037156797	0.204936012	379900	-0.013246753	0.1871875	263.3295195	-0.023423668	0.088001116	$367K	-0.50%	5.50%				57	-10.90%	18.80%	7/1/12	90	9/30/12				All Residential	"San Diego, CA - Serra Mesa"	neighborhood	0.387096774	-0.028287841	0.237096774	California	CA	2417
0.979952718	0.90%	3.70%	San Diego	13	0.00%	85.70%	11	-8.30%	83.30%	40	8	-38	312.2302158	0.011655012	-0.436398668	499000	0	-0.752295855	304.0069686	0.010932264	0.073006414	$477K	7.20%	-9.30%				11	-26.70%	83.30%	7/1/12	90	9/30/12				All Residential	"San Diego, CA - Sorrento Valley"	neighborhood	0.076923077	0	0.076923077	California	CA	2491
1.014960527	0.90%	5.30%	San Diego	23	-4.20%	109.10%	14	16.70%	-22.20%	25	-5	11	413.5729843	0.053232533	0.276681821	550000	0.067961165	0.235955056	383.5860839	0.03537727	0.008722838	$475K	0.00%	5.60%				29	16.00%	16.00%	7/1/12	90	9/30/12				All Residential	"San Diego, CA - South Park"	neighborhood	0.347826087	0.014492754	0.256916996	California	CA	2559
0.971235798	0.70%	3.60%	San Diego	11	0.00%	-15.40%	11	22.20%	-26.70%	26	-10	-44	474.0587015	0.029228025	-0.132575751	1179000	0.36300578	0.355951696	442.4778761	0	-0.11870109	$980K	14.60%	-5.80%				13	0.00%	30.00%	7/1/12	90	9/30/12				All Residential	"San Diego, CA - Sunset Cliffs"	neighborhood	0.181818182	0	0.027972028	California	CA	2655
1.004122571	1.00%	2.40%	San Diego	20	-16.70%	-4.80%	22	4.80%	-8.30%	20	7	-29	283.3772771	0	-0.03506714	389900	0.181515152	0.146764706	243.6216407	-0.094932207	-0.127261299	$313K	5.00%	1.10%				34	0.00%	17.20%	7/1/12	90	9/30/12				All Residential	"San Diego, CA - Talmadge"	neighborhood	0.25	0	-0.083333333	California	CA	2685
0.985340318	0.30%	1.80%	San Diego	803	-2.80%	23.50%	369	-5.60%	-57.90%	20	-1	-30	254.0214477	0.000560359	0.069987431	410000	-0.023809524	0.109007303	245.9016393	0.014248795	0.039446328	$407K	-2.50%	12.70%				819	-8.80%	-1.30%	7/1/12	90	9/30/12				All Residential	"San Diego, CA - Northeastern San Diego"	neighborhood	0.271481943	0.02208727	0.131481943	California	CA	92298
0.9684361	-1.30%	-0.30%	San Diego	18	0.00%	38.50%	11	-8.30%	-38.90%	8	-3	-8	363.8282387	0.034378408	-0.057354109	499777	0.001557114	0.175945882	336.0739261	-0.061310087	0.337574226	$489K	5.00%	22.10%				23	-8.00%	21.10%	7/1/12	90	9/30/12				All Residential	"San Diego, CA - Adams North"	neighborhood	0.222222222	-0.111111111	-0.008547009	California	CA	108937
0.979003506	1.30%	-0.40%	San Diego	32	-13.50%	52.40%	20	25.00%	-54.50%	26.5	-13.5	2.5	134.4334822	-0.015533269	0.067474515	185000	0	0.104807405	140.2401676	-0.037017516	0.188350894	$162K	2.20%	11.00%				34	-2.90%	0.00%	7/1/12	90	9/30/12				All Residential	"San Diego, CA - Mountain View"	neighborhood	0.3125	0.015202703	-0.116071429	California	CA	109268
0.991900076	-2.30%	5.10%	San Diego	7	-22.20%	75.00%	5	-16.70%	-28.60%	18	-22	-92.5	211.8805004	0.277041029	-0.170369686	280000	0.366186875	-0.049235993	173.8095238	-0.07818013	0.033014271	$175K	-2.80%	-9.60%				6	-40.00%	0.00%	7/1/12	90	9/30/12				All Residential	"San Diego, CA - Stockton"	neighborhood	0.285714286	-0.158730159	0.035714286	California	CA	109269
0.990109619	0.00%	1.60%	San Diego	487	-3.40%	19.40%	213	-4.50%	-50.50%	20	-4	-41	244.001667	0.018292756	0.095474756	369000	0.025284801	0.129649472	235.2150538	0.005775805	0.070051465	$350K	-0.30%	7.70%				476	-7.60%	7.20%	7/1/12	90	9/30/12				All Residential	"San Diego, CA - Eastern San Diego"	neighborhood	0.308008214	-0.00548385	0.077616057	California	CA	109273
0.96633401	1.00%	2.30%	San Diego	21	-25.00%	-19.20%	34	-5.60%	-17.10%	26	-6	-70.5	467.9687859	0.064911588	-0.024847167	919875	0.028942953	0.027793296	483.1414474	-0.019740898	0.254172143	$895K	-9.80%	11.40%				26	-18.80%	-3.70%	7/1/12	90	9/30/12				All Residential	"San Diego, CA - Del Mar Heights"	neighborhood	0.047619048	0.011904762	0.047619048	California	CA	109849
1.006837977	-0.30%	3.30%	San Diego	28	7.70%	-6.70%	12	33.30%	-40.00%	33.5	6	-0.5	181.1470223	-0.039133186	0.281467232	260000	-0.054545455	0.120689655	173.6476608	0.105783546	0.306521452	$249K	0.00%	48.70%				22	29.40%	-21.40%	7/1/12	90	9/30/12				All Residential	"San Diego, CA - Nestor"	neighborhood	0.464285714	0.002747253	0.197619048	California	CA	109850
1.004339982	0.80%	0.40%	San Diego	24	-11.10%	-17.20%	9	-25.00%	-75.70%	27	17.5	-27.5	201.1258188	0.019077619	0.049876774	229949.5	0.004365582	0.045700318	219.6249155	0.060056259	0.32264819	$252K	9.00%	13.90%				28	16.70%	-24.30%	7/1/12	90	9/30/12				All Residential	"San Diego, CA - Redwood Village-Rolando Park"	neighborhood	0.458333333	0.087962963	0.079022989	California	CA	110390
0.951575521	-5.70%	-4.30%	San Diego	6	20.00%	-14.30%	4	33.30%	-50.00%	8	-5	-22	160.6683805	0.29562982	0.170173405	129900	0	-0.238458156	118.093613	-0.201006276	-0.13240559	$181K	-18.70%	20.30%				11	0.00%	37.50%	7/1/12	90	9/30/12				All Residential	"San Diego, CA - Chollas View"	neighborhood	0.5	-0.1	-0.071428571	California	CA	110554
0.980349356	-2.10%	-0.30%	San Diego	40	14.30%	42.90%	15	7.10%	-55.90%	13.5	-0.5	-29	264.2174132	-0.004033753	0.148678827	429000	-0.007518797	0.151832461	252.2438682	0.097793736	0.165372509	$421K	0.60%	27.60%				41	-12.80%	7.90%	7/1/12	90	9/30/12				All Residential	"San Diego, CA - College West"	neighborhood	0.325	-0.046428571	0.075	California	CA	110715
0.991195957	-0.10%	1.00%	San Diego	254	-3.80%	-3.10%	159	3.20%	-48.20%	24.5	-2.5	-13	171.2328767	0.016566698	0.090998043	279000	0	0.116	159.5589915	-0.029784972	0.077054221	$252K	-1.50%	5.10%				288	4.30%	-11.90%	7/1/12	90	9/30/12				All Residential	"San Diego, CA - Southern San Diego"	neighborhood	0.38976378	-0.007963493	0.042435535	California	CA	110722
0.983211425	-1.10%	1.70%	San Diego	76	-2.60%	22.60%	33	-2.90%	-60.20%	22	4	-11	235.6020942	-0.020950934	0.023552979	349000	-0.038435046	0.083682658	241.8488621	0.016214944	0.028085023	$360K	5.70%	14.30%				91	-7.10%	11.00%	7/1/12	90	9/30/12				All Residential	"San Diego, CA - Clairemont Mesa East"	neighborhood	0.302631579	-0.05634278	0.157470289	California	CA	110910
0.978048963	-0.20%	-0.40%	San Diego	5	-28.60%	-37.50%	4	-42.90%	-50.00%	36	-9	16.5	474.0291262	0.023755055	0.162049781	429000	0	-0.067391304	383.1312018	0	0.13139021	$550K	0.00%	72.80%				9	0.00%	-35.70%	7/1/12	90	9/30/12				All Residential	"San Diego, CA - Harborview"	neighborhood	0.2	0.057142857	-0.175	California	CA	111488
0.984731163	0.60%	-1.50%	San Diego	9	-43.80%	12.50%	6	100.00%	-45.50%	27	-17.5	-55.5	152.6023595	0.064372911	0.023714943	252500	0	0.041237113	137.5358166	-0.100966802	-0.06426204	$249K	1.80%	14.50%				10	0.00%	-28.60%	7/1/12	90	9/30/12				All Residential	"San Diego, CA - Palm City"	neighborhood	0.333333333	0.083333333	-0.041666667	California	CA	111842
0.996316768	1.30%	3.50%	San Diego	39	2.60%	18.20%	10	-16.70%	-77.80%	25	-6	-41	204.545974	0.028201198	0.083701911	174950	0.014496956	0.063525836	190.397351	-0.012991449	-0.039259344	$156K	-6.90%	-10.30%				32	-5.90%	-5.90%	7/1/12	90	9/30/12				All Residential	"San Diego, CA - Grantville"	neighborhood	0.333333333	0.122807018	0.151515152	California	CA	112014
0.994790929	0.20%	1.70%	San Diego	32	-17.90%	-11.10%	14	7.70%	-63.20%	27.5	-0.5	-37	223.8031995	0.077318112	0.296944896	255000	0.024096386	0.342105263	190.6870881	0.008309642	0.091346945	$230K	-1.10%	13.30%				26	-27.80%	-40.90%	7/1/12	90	9/30/12				All Residential	"San Diego, CA - Jamacha Lomita"	neighborhood	0.46875	0.032852564	0.135416667	California	CA	112184
0.940920631	-3.40%	-5.10%	San Diego	13	-27.80%	-31.60%	5	-16.70%	-50.00%	116	56	79	168.4205263	-0.025511476	0.090195587	249000	0.008097166	0.172316384	178.6896095	0.087584911	0.166952552	$215K	7.50%	-6.50%				15	25.00%	7.10%	7/1/12	90	9/30/12				All Residential	"San Diego, CA - Emerald Hills"	neighborhood	0.153846154	-0.068376068	-0.109311741	California	CA	112370
0.988398566	-0.60%	0.30%	San Diego	361	-7.00%	-4.50%	207	2.50%	-46.60%	19	-1	-21	225.7446078	0.022334567	0.190726628	275000	0.019651465	0.203501094	218.3908046	0.018778805	0.183054187	$270K	3.80%	24.60%				437	-1.10%	-2.50%	7/1/12	90	9/30/12				All Residential	"San Diego, CA - Mid-City"	neighborhood	0.324099723	-0.036725019	-0.027752129	California	CA	112930
0.89762583	-0.40%	-2.10%	San Diego	10	11.10%	66.70%	37	2.80%	5.70%	81.5	14.5	-127.5	616.3240668	0.073071137	-0.112773491	1237450	0.100444642	-0.221239773	592.3170888	0.205263691	-0.027782985	"$1,130K"	-8.10%	10.00%				30	25.00%	87.50%	7/1/12	90	9/30/12				All Residential	"San Diego, CA - Beach Barber"	neighborhood	0	0	-0.166666667	California	CA	113106
0.998469555	0.20%	1.70%	San Diego	9	0.00%	0.00%				17	-24	-18	232.0359281	-0.076218626	0.196805927	290000	-0.033333333	0.021306568	234.521576	0.090755251	0.146058268	$306K	-1.50%	1.80%				7	16.70%	-30.00%	7/1/12	90	9/30/12				All Residential	"San Diego, CA - Birdland"	neighborhood	0.444444444	0	0.111111111	California	CA	113298
0.996884493	-0.60%	0.60%	San Diego	39	8.30%	21.90%	16	-27.30%	-46.70%	33	11	-16.5	196.6292375	0.001296579	0.159230776	257000	0.032128514	0.098290598	191.9087137	0.110578733	0.156206074	$235K	-3.20%	-3.10%				36	-7.70%	-14.30%	7/1/12	90	9/30/12				All Residential	"San Diego, CA - Skyline"	neighborhood	0.333333333	-0.111111111	-0.135416667	California	CA	113300
0.985445039	0.20%	2.00%	San Diego	357	-6.80%	-4.30%	324	1.60%	-25.30%	29	-3	-23	379.0786948	0.007200605	0.132817918	419900	-0.021212121	0.119733333	350.3570897	0.014972678	0.135772983	$375K	0.00%	17.20%				463	4.00%	5.20%	7/1/12	90	9/30/12				All Residential	"San Diego, CA - Central San Diego"	neighborhood	0.268907563	-0.010465805	0.065154212	California	CA	113307
0.988022216	-0.30%	0.70%	San Diego	376	-6.70%	-4.60%	226	-6.20%	-47.80%	27	-1	-16.5	169.2209451	-0.002059651	0.076668263	244950	0.020629253	0.139302326	160.9645272	0.000582785	0.01611526	$233K	2.00%	7.90%				462	-4.00%	-3.80%	7/1/12	90	9/30/12				All Residential	"San Diego, CA - Southeastern San Diego"	neighborhood	0.393617021	-0.00836809	0.040825143	California	CA	113317
0.996305108	-7.30%	-0.40%	San Diego	3	0.00%	-50.00%	3	-50.00%	-62.50%	4	0	-29.5	171.4537432	0.00061083	0.010601332	240000	0	-0.073359073	190.7467532	0.789167863	0.337492674	$235K	13.00%	18.10%				4	-33.30%	-42.90%	7/1/12	90	9/30/12				All Residential	"San Diego, CA - Shelltown"	neighborhood	0.333333333	-0.333333333	0	California	CA	113442
0.985144537	-0.40%	0.60%	San Diego	22	-8.30%	-4.30%	20	0.00%	-13.00%	49	-6	16	412.2358176	0.043209008	0.283655036	376750	-0.008552632	0.04798331	359.9738676	0.089195499	0.406015577	$368K	1.40%	62.30%				22	-18.50%	-8.30%	7/1/12	90	9/30/12				All Residential	"San Diego, CA - Cortez"	neighborhood	0.136363636	-0.15530303	-0.081027668	California	CA	113630
0.980247159	-0.80%	0.80%	San Diego	24	60.00%	140.00%	7	-41.70%	-68.20%	41	9	-11	243.8577586	-0.026919719	0.247834016	359950	-0.015857826	0.822531646	224.3534483	0.054854809	0.180226348	$319K	18.80%	69.00%				20	-28.60%	17.60%	7/1/12	90	9/30/12				All Residential	"San Diego, CA - Morena"	neighborhood	0.208333333	-0.058333333	0.008333333	California	CA	113632
0.98520134	0.90%	3.60%	San Diego	12	-33.30%	71.40%	6	-25.00%	-68.40%	52.5	-4	7.5	265.6998868	0.071324677	0.366966433	544000	0.009276438	-0.205839416	203.4778408	0.065274173	-0.263569523	$505K	0.00%	-1.90%				6	-33.30%	-64.70%	7/1/12	90	9/30/12				All Residential	"San Diego, CA - San Pasqual"	neighborhood	0.25	0.027777778	0.25	California	CA	113636
0.9702769	0.00%	1.40%	San Diego	901	-7.90%	17.90%	840	-8.40%	-36.10%	33	-1	-28.5	350.5446318	0.002448346	0.043761859	538900	-0.06925734	0.016899899	325.203252	-0.001747031	0.020902237	$515K	0.00%	5.10%				1056	-11.50%	-0.50%	7/1/12	90	9/30/12				All Residential	"San Diego, CA - Northern San Diego"	neighborhood	0.187569367	0.013745236	0.075003922	California	CA	114187
0.929240283	1.60%	-1.70%	San Diego	20	17.60%	33.30%	26	-3.70%	-33.30%	101.5	0	-2.5	418.7192118	0.027343404	0.254628068	1300000	-0.12605042	0.301301301	320.7976269	-0.052849438	-0.001375858	$950K	-8.20%	-4.90%				21	-4.50%	16.70%	7/1/12	90	9/30/12				All Residential	"San Diego, CA - North City"	neighborhood	0.05	0.05	-0.083333333	California	CA	114535
0.954953781	0.70%	2.50%	San Diego	19	11.80%	72.70%	23	53.30%	-30.30%	61	-14	-112	392.880958	0.093049052	0.091303538	987250	0.237155388	0.044708995	341.1259542	0.102245423	-0.036191894	$725K	1.00%	-12.10%				24	14.30%	26.30%	7/1/12	90	9/30/12				All Residential	"San Diego, CA - Soledad South"	neighborhood	0.210526316	0.092879257	0.210526316	California	CA	114889
0.998476682	0.60%	2.60%	San Diego	13	-18.80%	8.30%	2	-33.30%	-92.30%	7.5	-1.5	-67	393.872896	-0.090754433	0.118042948	291250	0.236730361	0.239361702	415.9509202	-0.073429098	0.146595806	$236K	12.40%	-16.80%				12	33.30%	-36.80%	7/1/12	90	9/30/12				All Residential	"San Diego, CA - Gaslamp"	neighborhood	0.307692308	-0.129807692	0.057692308	California	CA	115412
1.006453674	0.20%	2.10%	San Diego	11	-8.30%	22.20%	6	0.00%	-45.50%	61	7	28	201.951952	0.168817006	0.24290549	262000	0.052208835	0.505747126	196.2962963	0.108267868	0.366345873	$220K	1.60%	46.70%				6	-45.50%	-62.50%	7/1/12	90	9/30/12				All Residential	"San Diego, CA - Mount Hope"	neighborhood	0.545454545	0.045454545	-0.01010101	California	CA	115777
0.989492469	-0.60%	1.10%	San Diego	72	1.40%	-5.30%	58	1.80%	-25.60%	25	0	-4	162.5816993	-0.003502863	0.067766296	252000	0.039175258	0.105263158	157.0690474	0.036655713	0.083415427	$243K	7.80%	11.50%				105	5.00%	5.00%	7/1/12	90	9/30/12				All Residential	"San Diego, CA - Bay Terraces"	neighborhood	0.361111111	-0.033255086	0.058479532	California	CA	115941
1.005889151	0.70%	1.90%	San Diego	43	-6.50%	-12.20%	33	3.10%	-47.60%	26	4.5	-41	155.7030591	-0.008705597	0.00016318	347450	0.052878788	0.021911765	152.173913	-0.010281058	0.031130435	$330K	-5.00%	-2.90%				62	12.70%	-4.60%	7/1/12	90	9/30/12				All Residential	"San Diego, CA - Ocean Crest"	neighborhood	0.511627907	0.055106168	0.083056478	California	CA	115942
0.995591151	0.80%	6.00%	San Diego	15	-31.80%	-46.40%	20	53.80%	5.30%	75	12	-3	173.6538462	0.054770975	0.251643491	220375	0.231145251	0.358138818	154.589372	-0.007429999	0.232727002	$190K	2.40%	15.20%				30	42.90%	50.00%	7/1/12	90	9/30/12				All Residential	"San Diego, CA - Logan Heights"	neighborhood	0.333333333	0.015151515	0.083333333	California	CA	116122
0.988012863	-0.70%	8.00%	San Diego	9	12.50%	0.00%	3	-40.00%	-78.60%	24.5	2.5	-2.5	164.3478261	-0.130676258	0.465276153	189000	-0.15037087	0.008	132.6963907	0.160058618	-0.116228965	$185K	19.40%	19.40%				11	10.00%	-26.70%	7/1/12	90	9/30/12				All Residential	"San Diego, CA - Southcrest"	neighborhood	0.444444444	-0.055555556	0.333333333	California	CA	116123
1.011578307	3.20%	4.70%	San Diego	19	-5.00%	46.20%	20	17.60%	0.00%	41	-3.5	-8	374.8651564	0.09129229	0.151015372	649900	0.069794239	0.186192421	328.9473684	-0.028441256	0.08341381	$561K	-0.70%	16.90%				25	13.60%	56.30%	7/1/12	90	9/30/12				All Residential	"San Diego, CA - Midtown"	neighborhood	0.368421053	0.118421053	0.137651822	California	CA	117341
0.968713303	-1.10%	1.20%	San Diego	9	12.50%	125.00%	4	0.00%	-75.00%	42	1.5	-19.5	246.6695581	0.031902026	-0.073485074	391950	0.062195122	0.0452	230.2405498	0.024251071	0.033825618	$325K	2.80%	-0.90%				12	-7.70%	9.10%	7/1/12	90	9/30/12				All Residential	"San Diego, CA - Midway District"	neighborhood	0.222222222	-0.152777778	0.222222222	California	CA	117511
1.004498205	-1.90%	3.20%	San Diego	10	-9.10%	66.70%	3	-57.10%	-70.00%	27	-1	-6	203.0068106	0.013879982	0.278053128	299950	0.008574311	0.153875745	174.6741255	-0.11912803	-0.001877665	$275K	0.00%	17.00%				8	-20.00%	33.30%	7/1/12	90	9/30/12				All Residential	"San Diego, CA - Alta Vista"	neighborhood	0.3	-0.154545455	0.133333333	California	CA	117696
1.004351023	1.80%	-2.10%	San Diego	27	-15.60%	-10.00%	13	-7.10%	-64.90%	23	-38	8.5	194.9541284	0.02169598	0.104740061	299000	0.071684588	0.060283688	221.6312057	-0.07489493	0.386307932	$330K	-6.10%	77.40%				29	-14.70%	-21.60%	7/1/12	90	9/30/12				All Residential	"San Diego, CA - College East"	neighborhood	0.296296296	0.140046296	-0.337037037	California	CA	117697
0.991044151	-2.20%	-0.80%	San Diego	41	5.10%	-6.80%	10	-37.50%	-73.00%	13	-3.5	-14.5	174.5619329	-0.045996422	0.14290122	214250	-0.065430752	0.190608502	165.4560129	-0.049902447	0.104428867	$190K	0.00%	-4.50%				38	-17.40%	-20.80%	7/1/12	90	9/30/12				All Residential	"San Diego, CA - Oak Park"	neighborhood	0.317073171	-0.067542214	-0.182926829	California	CA	117888
0.960933415	0.70%	-0.20%	San Diego	46	-11.50%	7.00%	82	12.30%	0.00%	43.5	-1.5	-19.5	477.5827415	-0.075966813	0.010636726	634495	-0.052992537	0.053978405	442.7299249	0.004342648	0.17524671	$530K	-10.20%	-3.70%				70	9.40%	2.90%	7/1/12	90	9/30/12				All Residential	"San Diego, CA - Marina"	neighborhood	0.152173913	0.056020067	-0.010616785	California	CA	118068
0.945090808	-0.10%	4.70%	San Diego	11	-35.30%	-8.30%	18	-18.20%	-28.00%	108.5	9.5	41	811.0687023	0.214622936	0.442050364	2795000	0.191897655	-0.066777963	555.0986842	0	0.106938551	"$1,350K"	3.10%	4.20%				19	-5.00%	171.40%	7/1/12	90	9/30/12				All Residential	"San Diego, CA - Muirlands"	neighborhood	0.090909091	-0.026737968	0.090909091	California	CA	119479
1.012874258	-0.40%	3.90%	San Diego	15	0.00%	7.10%	14	-6.70%	-17.60%	16.5	-8	-4.5	178.5714286	0.042139078	0.109954142	259000	-0.022641509	0.02189781	168.4131737	-0.019080776	-0.044680374	$240K	-4.00%	-6.60%				15	15.40%	-16.70%	7/1/12	90	9/30/12				All Residential	"San Diego, CA - Egger Highlands"	neighborhood	0.6	-0.266666667	0.314285714	California	CA	119484
0.961393207	-1.10%	2.00%	San Diego	26	-13.30%	-25.70%	35	0.00%	-35.20%	26	5	-51	483.9961203	-0.018990645	0.260020365	595000	-0.050961002	0.203235592	496.1212037	0.093472306	0.255790391	$718K	18.40%	36.70%				45	-6.30%	18.40%	7/1/12	90	9/30/12				All Residential	"San Diego, CA - Core-Columbia"	neighborhood	0.153846154	-0.112820513	0.010989011	California	CA	119680
0.98046484	-3.40%	-0.70%	San Diego	16	14.30%	14.30%	7	-12.50%	-53.30%	14.5	3	-27	154.7256098	0.01428356	-0.067303166	239945	-0.000187508	0.000187578	150.996264	0.021052632	-0.028464631	$240K	6.70%	39.50%				16	-23.80%	14.30%	7/1/12	90	9/30/12				All Residential	"San Diego, CA - Lincoln Park"	neighborhood	0.5	0.071428571	0.071428571	California	CA	119857
0.987998567	0.00%	1.60%	San Diego	99	0.00%	50.00%	44	-20.00%	-60.00%	21	-5	-7	232.7622636	0.00179412	0.046147444	649950	0.130347826	0.023543307	226.09447	0.002427767	-0.028219201	$528K	-7.40%	-12.00%				100	-6.50%	1.00%	7/1/12	90	9/30/12				All Residential	"San Diego, CA - 4s Ranch"	neighborhood	0.303030303	-0.04040404	0.181818182	California	CA	350442
0.991887738	0.30%	1.70%	San Diego	108	3.80%	28.60%	47	9.30%	-59.80%	18	-3.5	-66.5	246	0.042504298	0.141713264	280000	-0.008849558	0.254761371	226.3384304	0.027586883	0.04502137	$237K	2.20%	-0.60%				101	-9.80%	-8.20%	7/1/12	90	9/30/12				All Residential	"San Diego, CA - Mission Valley"	neighborhood	0.342592593	0.0252849	0.044973545	California	CA	350452
0.976130603	-0.30%	-0.80%	San Diego	35	-12.50%	-14.60%	16	6.70%	-30.40%	20.5	-3.5	-27.5	254.6296296	-0.057152367	0.001178149	405000	0.038461538	0.227644741	278.833967	-0.012881837	0.190272497	$377K	0.30%	12.50%				43	19.40%	48.30%	8/1/12	90	10/31/12				All Residential	"San Diego, CA - Allied Gardens"	neighborhood	0.342857143	0.017857143	0.098954704	California	CA	37
1.03725755	-0.20%	1.30%	San Diego	5	-44.40%	-16.70%	3	-25.00%	-62.50%	74	39	62.5	200.4679861	-0.085200139	0.252206904	239500	0.180820905	0.368571429	173.9130435	-0.165217391	-0.182336215	$180K	-0.30%	-15.30%				10	66.70%	42.90%	8/1/12	90	10/31/12				All Residential	"San Diego, CA - Hollywood Park / Azalea"	neighborhood	0.8	0.133333333	-0.033333333	California	CA	110
0.97677459	-0.70%	0.00%	San Diego	40	53.80%	5.30%	13	18.20%	-64.90%	16	2	-52	340.4471545	0.061527876	0.228914376	450000	0.002227171	0.154142088	311.2059194	0.069406136	0.134040309	$433K	8.60%	7.50%				35	-14.60%	-14.60%	8/1/12	90	10/31/12				All Residential	"San Diego, CA - Bay Ho"	neighborhood	0.275	-0.225	0.038157895	California	CA	149
0.976304908	0.30%	2.30%	San Diego	50	4.20%	25.00%	22	-12.00%	-65.10%	22	-5	-31	348.2503075	0.10938618	0.072550485	475450	0.000947368	-0.039494949	291.2134696	0	-0.074224898	$483K	1.70%	6.70%				46	-19.30%	-19.30%	8/1/12	90	10/31/12				All Residential	"San Diego, CA - Bay Park"	neighborhood	0.2	-0.008333333	0.075	California	CA	151
0.967293082	-0.70%	2.00%	San Diego	68	-10.50%	11.50%	74	-11.90%	-43.90%	59	0.5	-72	283.8343878	0.001462332	0.09781233	966900	0.006244146	0.247620952	257.1315914	0.004957428	0.033738493	$782K	-3.50%	-0.40%				70	-11.40%	-16.70%	8/1/12	90	10/31/12				All Residential	"San Diego, CA - Black Mountain Ranch"	neighborhood	0.191176471	-0.058823529	0.076422372	California	CA	224
0.990454345	0.20%	1.80%	San Diego	48	9.10%	152.60%	13	-7.10%	-60.60%	18	-3	-41	266.3612238	-0.028285781	-0.028310952	529950	9.44E-05	0.092680412	262.0451431	0	-0.004041947	$498K	11.20%	1.50%				44	2.30%	18.90%	8/1/12	90	10/31/12				All Residential	"San Diego, CA - Carmel Mountain"	neighborhood	0.25	0.022727273	0.144736842	California	CA	370
0.974897162	0.20%	1.30%	San Diego	181	-8.10%	16.00%	81	-29.60%	-62.80%	29	6	-24	341.790609	0.009812315	0.035137273	774450	0.019013158	0.107939914	328.8831	0.002043828	0.035944283	$721K	-1.20%	4.90%				160	-12.60%	-20.40%	8/1/12	90	10/31/12				All Residential	"San Diego, CA - Carmel Valley"	neighborhood	0.165745856	0.023613877	0.063181754	California	CA	371
0.996957073	-0.50%	2.50%	San Diego	35	-5.40%	6.10%	10	-37.50%	-58.30%	15	-5	-22	282.543626	0.013232266	-0.011268554	447250	0.001679731	0.161857309	257.6601671	-0.057448278	-0.049635363	$425K	0.70%	8.80%				30	-16.70%	0.00%	8/1/12	90	10/31/12				All Residential	"San Diego, CA - Clairemont Mesa West"	neighborhood	0.371428571	-0.033976834	0.21991342	California	CA	519
